Unit ID,,Fuel type,,Country/Area,Latitude,Longitude,,,,,,,,,,,,,,,,,,,,
L100000313134,,gas,,Tanzania,-10.3127000,40.4058000,,,,1982,,,,,,,,,,,,,,,,
L100000301564,,oil and gas,,Poland,50.1483000,20.4006000,,,,2022,,,,,,,,,,,,,,,,
L100000316596,,oil and gas,,United States,30.1725000,-88.1805000,,,,1983,,,,,,,,,,,,,,,,
L100000315188,,gas,,United States,30.1640000,-87.9940000,,,,1984,,,,,,,,,,,,,,,,
L100000314852,,gas,,United States,30.0850000,-88.5060000,,,,1988,,,,,,,,,,,,,,,,
L100000311292,,gas,,China,45.2227480,86.7662640,,,,1998,,,,,,,,,,,,,,,,
L100000323029,,oil and gas,,United States,47.5660000,-102.5528000,,,,,,,,,,,,,,,,,,,,
L100000323017,,oil and gas,,United States,47.5838000,-102.4972000,,,,,,,,,,,,,,,,,,,,
L100000301249,,oil and gas,,Netherlands,53.4100000,6.1030000,,,,1995,,,,,,,,,,,,,,,,
L100000301250,,oil and gas,,Netherlands,52.0250000,4.5930000,,,,1957,,,,,,,,,,,,,,,,
L100000301788,,oil and gas,,Romania,,,,,,,,,,,,,,,,,,,,,,
L100000318552,,gas and condensate,,Russia,53.0788000,52.2710000,,,,2022,,,,,,,,,,,,,,,,
L100000317453,,oil and gas,,Republic of the Congo,-5.3543000,11.4362000,,,,1995,,,,,,,,,,,,,,,,
L100000317458,,oil and gas,,Republic of the Congo,-5.3543000,11.4362000,,,,,,,,,,,,,,,,,,,,
L100000301789,,oil,,Romania,,,,,,,,,,,,,,,,,,,,,,
L100000301790,,gas,,Romania,,,,,,,,,,,,,,,,,,,,,,
L100000301567,,gas,,Poland,50.1627000,22.8173000,,,,,,,,,,,,,,,,,,,,
L100000321808,,oil and gas,,United States,31.7278000,-102.9573000,,,,,,,,,,,,,,,,,,,,
L100000302138,,oil and gas,,United Kingdom,57.3560000,1.8915000,,,,1990,,,,,,,,,,,,,,,,
L100000312784,,oil,,Angola,-6.1677000,11.2626000,,,,2000,,,,,,,,,,,,,,,,
L100000312783,,oil and gas,,Angola,-6.1558000,11.3032000,,,,,,,,,,,,,,,,,,,,
L100000319662,,oil and gas,,Canada,56.1320000,-121.2900000,,,,,,,,,,,,,,,,,,,,
L100000311826,,oil and gas,,Canada,56.1320000,-121.2900000,,,,1975,,,,,,,,,,,,,,,,
L100000311120,,oil and gas,,Nigeria,,,,,,,,,,,,,,,,,,,,,,
L100000314720,,gas,,United States,39.6725000,-80.3561000,,,,,,,,,,,,,,,,,,,,
L100000315791,,gas,,United States,39.6844000,-80.1762000,,,,,,,,,,,,,,,,,,,,
L100000304636,,oil and gas,,Ecuador,-0.8473000,-77.0504000,,,,1988,,,,,,,,,,,,,,,,
L100000314218,,oil and gas,,United States,39.8240000,-81.2533000,,,,,,,,,,,,,,,,,,,,
L100000314722,,oil and gas,,United States,39.8308000,-80.9135000,,,,,,,,,,,,,,,,,,,,
L100000317949,,oil and gas,,United States,39.7581000,-81.2151000,,,,,,,,,,,,,,,,,,,,
L100000314976,,oil and gas,,United States,39.7188000,-80.9427000,,,,,,,,,,,,,,,,,,,,
L100000314992,,gas,,United States,39.6738000,-81.0758000,,,,,,,,,,,,,,,,,,,,
L100000315136,,oil and gas,,United States,39.7130000,-80.9141000,,,,,,,,,,,,,,,,,,,,
L100000315257,,oil and gas,,United States,39.7574000,-81.0865000,,,,,,,,,,,,,,,,,,,,
L100000315259,,gas,,United States,39.7580000,-81.0890000,,,,,,,,,,,,,,,,,,,,
L100000317952,,oil and gas,,United States,39.6740000,-81.0001000,,,,,,,,,,,,,,,,,,,,
L100000316479,,oil and gas,,United States,39.6074000,-81.0719000,,,,,,,,,,,,,,,,,,,,
L100000315028,,gas,,United States,32.7499000,-92.1202000,,,,1916,,,,,,,,,,,,,,,,
L100000301253,,oil and gas,,Netherlands,52.0180000,4.1930000,,,,1982,,,,,,,,,,,,,,,,
L100000313619,,oil,,Canada,50.1060000,-103.4450000,,,,1998,,,,,,,,,,,,,,,,
L100000321380,,gas and condensate,,Russia,61.5351000,113.7073000,,,,2023,,,,,,,,,,,,,,,,
L100000319567,,oil and gas,,United States,26.6569000,-91.5792000,,,,2020,,,,,,,,,,,,,,,,
L100000308791,,oil and gas,,Canada,55.2360000,-115.1300000,,,,1986,,,,,,,,,,,,,,,,
L100000313620,,oil,,Canada,49.8110000,-102.2200000,,,,1960,,,,,,,,,,,,,,,,
L100000308794,,oil and gas,,Canada,50.9220000,-114.8060000,,,,1937,,,,,,,,,,,,,,,,
L100000313622,,oil,,Canada,49.9880000,-102.7420000,,,,1958,,,,,,,,,,,,,,,,
L100000320653,,oil,,Namibia,-28.8460000,13.9075000,,,,2024,,,,,,,,,,,,,,,,
L100000303069,,oil and gas,,Colombia,1.0420000,-76.5770000,,,,,,,,,,,,,,,,,,,,
L100000305083,,oil and gas,,Thailand,8.6150000,101.5500000,,,,1990,,,,,,,,,,,,,,,,
L100000302464,,oil and gas,,Mexico,18.0863000,-93.4289000,,,,1981,,,,,,,,,,,,,,,,
L100000301791,,oil and gas,,Romania,44.9500000,25.5667000,,,,1890,,,,,,,,,,,,,,,,
L100000308795,,oil and gas,,Canada,53.4610000,-110.5100000,,,,1962,,,,,,,,,,,,,,,,
L100000311619,,oil and gas,,Egypt,28.2140000,33.4470000,,,,1965,,,,,,,,,,,,,,,,
L100000310794,,oil,,Venezuela,8.8777000,-62.9962000,,,,1958,,,,,,,,,,,,,,,,
L100000303071,,oil and gas,,Colombia,6.3210000,-74.4780000,,,,1983,,,,,,,,,,,,,,,,
L100000308796,,oil and gas,,Canada,53.7740000,-113.6620000,,,,1949,,,,,,,,,,,,,,,,
L100000319550,,oil and gas,,United States,27.5220000,-90.1046000,,,,2017,,,,,,,,,,,,,,,,
L100000318897,,oil and gas,,United States,27.4910000,-90.0710000,,,,,,,,,,,,,,,,,,,,
L100000308798,,oil and gas,,Canada,52.5840000,-113.8900000,,,,1974,,,,,,,,,,,,,,,,
L100000303072,,oil and gas,,Colombia,6.8840000,-71.2140000,,,,,,,,,,,,,,,,,,,,
L100001082450,,oil and gas,,United States,32.5069784,-104.2041004,,,,,,,,,,,,,,,,,,,,
L100000304526,,oil and gas,,Norway,65.1532000,6.4592000,,,,2001,,,,,,,,,,,,,,,,
L100000312586,,oil,,Russia,60.0608000,72.7314000,,,,2010,,,,,,,,,,,,,,,,
L100000312785,,oil and gas,,Angola,-7.8765000,10.9819000,,,,2006,,,,,,,,,,,,,,,,
L100000311293,,oil and gas,,China,45.1000000,86.3420000,,,,2001,,,,,,,,,,,,,,,,
L100000320417,,oil and gas,,Venezuela,9.7601000,-70.7756000,,,,1952,,,,,,,,,,,,,,,,
L100000315403,,oil and gas,,United States,29.4581000,-91.9280000,,,,1958,,,,,,,,,,,,,,,,
L100000308800,,gas,,Canada,53.0690000,-117.0560000,,,,1956,,,,,,,,,,,,,,,,
L100001082415,,oil,,United States,35.5917131,-118.9658508,,,,,,,,,,,,,,,,,,,,
L100000310678,,gas,,Australia,,,,,,,,,,,,,,,,,,,,,,
L100000321233,,gas,,China,30.3271370,105.5754030,,,,2012,,,,,,,,,,,,,,,,
L100000301566,,oil and gas,,Poland,52.0485000,15.5422000,,,,,,,,,,,,,,,,,,,,
L100000314560,,oil and gas,,United States,29.3925000,-88.9945000,,,,1956,,,,,,,,,,,,,,,,
L100000314853,,oil and gas,,United States,29.3213000,-88.9150000,,,,2000,,,,,,,,,,,,,,,,
L100000320751,,oil and gas,,United States,29.4290000,-88.8970000,,,,,,,,,,,,,,,,,,,,
L100000314559,,oil and gas,,United States,29.2703000,-88.7625000,,,,1962,,,,,,,,,,,,,,,,
L100000315238,,oil and gas,,United States,29.1915000,-88.7325000,,,,1977,,,,,,,,,,,,,,,,
L100000312786,,oil,,Angola,-6.0374000,11.1779000,,,,2010,,,,,,,,,,,,,,,,
L100000313146,,gas,,Tanzania,-9.1130000,40.4530000,,,,2013,,,,,,,,,,,,,,,,
L100000317481,,oil and gas,,Tanzania,-10.3333000,40.3940000,,,,2007,,,,,,,,,,,,,,,,
L100000312293,,oil and gas,,United Arab Emirates,25.8420000,55.2623000,,,,1973,,,,,,,,,,,,,,,,
L100000316974,,oil and gas,,United States,43.3085000,-108.5782000,,,,1961,,,,,,,,,,,,,,,,
L100000313627,,gas,,Canada,54.1220000,-109.8920000,,,,,,,,,,,,,,,,,,,,
L100000310679,,gas,,Australia,,,,,,,,,,,,,,,,,,,,,,
L100000312539,,oil,,Oman,19.3423000,56.4360000,,,,1975,,,,,,,,,,,,,,,,
L100000320986,,gas and condensate,,Russia,61.2634000,120.5709000,,,,2022,,,,,,,,,,,,,,,,
L100000320657,,oil and gas,,Zimbabwe,-16.0727000,30.4380000,,,,2023,,,,,,,,,,,,,,,,
L100000302321,,oil and gas,,Mexico,18.4758000,-93.3497000,,,,2015,,,,,,,,,,,,,,,,
L100000305054,,oil and gas,,Venezuela,9.4140000,-63.0210000,,,,1941,,,,,,,,,,,,,,,,
L100000316986,,oil and gas,,United States,41.2993000,-108.0600000,,,,1990,,,,,,,,,,,,,,,,
L100000308801,,oil and gas,,Canada,56.0550000,-119.2240000,,,,1974,,,,,,,,,,,,,,,,
L100000302141,,oil and gas,,United Kingdom,57.3797000,1.9988000,,,,1989,,,,,,,,,,,,,,,,
L100000320666,,oil and gas,,Norway,60.1636000,2.5950000,,,,2011,,,,,,,,,,,,,,,,
L100000301254,,oil and gas,,Netherlands,53.3480000,6.2880000,,,,1992,,,,,,,,,,,,,,,,
L100000301792,,oil and gas,,Romania,,,,,,,,,,,,,,,,,,,,,,
L100000301793,,oil and gas,,Romania,,,,,,,,,,,,,,,,,,,,,,
L100000312106,,oil and gas,,Russia,64.0842000,74.7489000,,,,1975,,,,,,,,,,,,,,,,
L100000301794,,gas,,Romania,,,,,,,,,,,,,,,,,,,,,,
L100000317492,,oil and gas,,United Kingdom,57.0830000,1.2330000,,,,1986,,,,,,,,,,,,,,,,
L100000323268,,oil and gas,,United States,47.3937000,-102.7781000,,,,,,,,,,,,,,,,,,,,
L100000323077,,oil and gas,,United States,47.2169000,-102.7426000,,,,,,,,,,,,,,,,,,,,
L100000323132,,oil and gas,,United States,47.2944000,-102.8289000,,,,,,,,,,,,,,,,,,,,
L100000319683,,gas,,Canada,54.9380000,-121.1050000,,,,,,,,,,,,,,,,,,,,
L100000311829,,gas,,Canada,54.9380000,-121.1050000,,,,1978,,,,,,,,,,,,,,,,
L100000319275,,oil and gas,,United States,36.0561000,-97.9094000,,,,,,,,,,,,,,,,,,,,
L100000302142,,oil and gas,,United Kingdom,,,,,,2015,,,,,,,,,,,,,,,,
L100000319278,,oil and gas,,United States,,,,,,,,,,,,,,,,,,,,,,
L100000312151,,oil and gas,,Russia,58.7506000,78.4492000,,,,1964,,,,,,,,,,,,,,,,
L100000312075,,oil and gas,,Russia,50.6580000,145.1586000,,,,2011,,,,,,,,,,,,,,,,
L100000313137,,gas,,Tanzania,-9.8028000,40.4762000,,,,2012,,,,,,,,,,,,,,,,
L100000301255,,oil and gas,,Netherlands,53.6780000,6.3620000,,,,2017,,,,,,,,,,,,,,,,
L100000301257,,oil and gas,,Netherlands,53.5040000,6.0200000,,,,1991,,,,,,,,,,,,,,,,
L100000301797,,gas,,Romania,,,,,,,,,,,,,,,,,,,,,,
L100000301798,,oil and gas,,Romania,44.2570000,30.4930000,,,,,,,,,,,,,,,,,,,,
L100000312227,,oil,,Iran,31.6999000,49.2197000,,,,1935,,,,,,,,,,,,,,,,
L100000312240,,oil,,Iran,34.0455000,45.4724000,,,,1927,,,,,,,,,,,,,,,,
L100000318253,,oil and gas,,India,,,,,,,,,,,,,,,,,,,,,,
L100000318161,,oil and gas,,Malaysia,3.8219000,111.8585000,,,,2022,,,,,,,,,,,,,,,,
L100000311991,,oil and gas,,Iraq,30.5800000,47.5310000,,,,1945,,,,,,,,,,,,,,,,
L100000313036,,oil and gas,,Pakistan,,,,,,2013,,,,,,,,,,,,,,,,
L100000318393,,gas,,Turkmenistan,,,,,,1969,,,,,,,,,,,,,,,,
L100000311992,,oil,,Iraq,35.8980000,43.1930000,,,,1934,,,,,,,,,,,,,,,,
L100000320623,,oil and gas,,Azerbaijan,39.3460000,50.0290000,,,,1960,,,,,,,,,,,,,,,,
L100000312736,,oil,,Libya,28.9256000,21.5028000,,,,1970,,,,,,,,,,,,,,,,
L100000312354,,gas,,Russia,68.0833000,78.0000000,,,,1974,,,,,,,,,,,,,,,,
L100000302718,,oil and gas,,Mexico,18.9188000,-92.3708000,,,,2003,,,,,,,,,,,,,,,,
L100000312440,,oil,,Iran,,,,,,2019,,,,,,,,,,,,,,,,
L100000314086,,gas,,Vietnam,7.6457000,103.8752000,,,,2013,,,,,,,,,,,,,,,,
L100000300291,,oil and gas,,Brazil,-22.4450000,-40.4120000,,,,1975,,,,,,,,,,,,,,,,
L100000321394,,gas,,China,37.9224250,94.2902260,,,,,,,,,,,,,,,,,,,,
L100000320807,,gas,,China,29.2157370,107.2100200,,,,,,,,,,,,,,,,,,,,
L100000303073,,oil and gas,,Colombia,0.5950000,-76.7040000,,,,1974,,,,,,,,,,,,,,,,
L100000305126,,oil and gas,,Thailand,10.0410000,99.4300000,,,,1987,,,,,,,,,,,,,,,,
L100000320845,,oil,,China,36.4378270,108.3445440,,,,1998,,,,,,,,,,,,,,,,
L100000321280,,oil,,China,39.0383520,118.9278840,,,,2004,,,,,,,,,,,,,,,,
L100000301570,,gas,,Poland,51.6911000,16.3791000,,,,,,,,,,,,,,,,,,,,
L100000320424,,oil and gas,,Venezuela,9.1114000,-64.0289000,,,,1954,,,,,,,,,,,,,,,,
L100000312195,,gas,,Iran,27.9235000,52.2501000,,,,1975,,,,,,,,,,,,,,,,
L100000317480,,gas,,Egypt,31.6800000,33.2700000,,,,2022,,,,,,,,,,,,,,,,
L100000312236,,oil,,Iran,29.4742000,51.2602000,,,,1975,,,,,,,,,,,,,,,,
L100000308806,,oil and gas,,Canada,54.3850000,-119.7390000,,,,1977,,,,,,,,,,,,,,,,
L100000313077,,oil and gas,,Brazil,-23.9270000,-40.3330000,,,,2020,,,,,,,,,,,,,,,,
L100000319533,,oil and gas,,United States,70.0096000,-148.6103000,,,,2018,,,,,,,,,,,,,,,,
L100000303075,,oil,,Colombia,4.8180000,-71.5570000,,,,,,,,,,,,,,,,,,,,
L100000313037,,oil and gas,,Pakistan,33.2023000,71.2589000,,,,2009,,,,,,,,,,,,,,,,
L100000311993,,oil and gas,,Iraq,31.2500000,45.3740000,,,,1973,,,,,,,,,,,,,,,,
L100000312296,,oil,,United Arab Emirates,25.3770000,53.5370000,,,,1971,,,,,,,,,,,,,,,,
L100000304734,,oil and gas,,Ecuador,,,,,,,,,,,,,,,,,,,,,,
L100000317056,,oil and gas,,Iraq,33.9522000,45.1205000,,,,1976,,,,,,,,,,,,,,,,
L100000312485,,oil and gas,,Russia,68.4903000,58.7655000,,,,,,,,,,,,,,,,,,,,
L100000319569,,gas,,Tunisia,,,,,,2006,,,,,,,,,,,,,,,,
L100000312738,,oil,,Libya,26.7743000,12.4405000,,,,2000,,,,,,,,,,,,,,,,
L100000312739,,oil,,Libya,26.7743000,12.4405000,,,,2000,,,,,,,,,,,,,,,,
L100000312740,,oil and gas,,Libya,26.7743000,12.4405000,,,,2004,,,,,,,,,,,,,,,,
L100000312741,,oil and gas,,Libya,26.7743000,12.4405000,,,,,,,,,,,,,,,,,,,,
L100000311935,,gas,,Malaysia,4.919339123860214,113.0271091808611,,,,2011,,,,,,,,,,,,,,,,
L100000314068,,oil and gas,,Malaysia,,,,,,2012,,,,,,,,,,,,,,,,
L100001055971,,oil and gas,,Libya,28.3157000,21.4833000,,,,,,,,,,,,,,,,,,,,
L100000311121,,oil and gas,,Nigeria,,,,,,,,,,,,,,,,,,,,,,
L100000317472,,oil,,Angola,-6.0381000,11.1754000,,,,2019,,,,,,,,,,,,,,,,
L100000316827,,oil and gas,,United States,31.5903000,-92.1665000,,,,1940,,,,,,,,,,,,,,,,
L100000312921,,oil,,Azerbaijan,,,,,,1949,,,,,,,,,,,,,,,,
L100000313629,,oil,,Canada,52.9580000,-109.6070000,,,,1983,,,,,,,,,,,,,,,,
L100000313630,,oil,,Canada,52.9580000,-109.6070000,,,,1978,,,,,,,,,,,,,,,,
L100000302276,,oil and gas,,Mexico,24.7443000,-98.0231000,,,,2002,,,,,,,,,,,,,,,,
L100000303076,,oil and gas,,Colombia,8.5490000,-75.3510000,,,,2015,,,,,,,,,,,,,,,,
L100000302143,,oil and gas,,United Kingdom,57.6581000,1.1495000,,,,1988,,,,,,,,,,,,,,,,
L100000312787,,oil and gas,,Angola,-5.4080000,11.6940000,,,,1990,,,,,,,,,,,,,,,,
L100000311123,,oil and gas,,Nigeria,,,,,,,,,,,,,,,,,,,,,,
L100000311122,,oil and gas,,Nigeria,,,,,,,,,,,,,,,,,,,,,,
L100000311124,,oil and gas,,Nigeria,,,,,,,,,,,,,,,,,,,,,,
L100000317460,,oil and gas,,Republic of the Congo,-4.5487000,11.5845000,,,,2014,,,,,,,,,,,,,,,,
L100000317459,,oil and gas,,Republic of the Congo,-4.5487000,11.5845000,,,,2014,,,,,,,,,,,,,,,,
L100000317462,,oil and gas,,Republic of the Congo,-4.5487000,11.5845000,,,,,,,,,,,,,,,,,,,,
L100000300293,,oil and gas,,Brazil,-26.0310000,-46.0390000,,,,2013,,,,,,,,,,,,,,,,
L100000314343,,oil and gas,,United States,27.3410000,-89.8335000,,,,1995,,,,,,,,,,,,,,,,
L100000313631,,oil,,Canada,49.4200000,-104.0860000,,,,1983,,,,,,,,,,,,,,,,
L100000320612,,oil,,Russia,53.1184000,144.8716000,,,,2017,,,,,,,,,,,,,,,,
L100000313632,,oil,,Canada,49.2520000,-104.1580000,,,,1967,,,,,,,,,,,,,,,,
L100000301258,,oil and gas,,Netherlands,53.4020000,6.0460000,,,,1995,,,,,,,,,,,,,,,,
L100000302147,,oil and gas,,United Kingdom,53.2519000,-0.5050000,,,,1984,,,,,,,,,,,,,,,,
L100000308812,,oil and gas,,Canada,52.3610000,-113.1010000,,,,1949,,,,,,,,,,,,,,,,
L100000302148,,oil and gas,,United Kingdom,59.5398000,1.3970000,,,,1974,,,,,,,,,,,,,,,,
L100000321813,,oil and gas,,United States,32.9469000,-97.4874000,,,,,,,,,,,,,,,,,,,,
L100000321814,,oil and gas,,United States,33.0933000,-97.4232000,,,,,,,,,,,,,,,,,,,,
L100000321815,,oil and gas,,United States,32.7349000,-97.3743000,,,,,,,,,,,,,,,,,,,,
L100000321817,,oil and gas,,United States,32.5366000,-97.4773000,,,,,,,,,,,,,,,,,,,,
L100000321819,,oil and gas,,United States,32.8594000,-97.4859000,,,,,,,,,,,,,,,,,,,,
L100000321820,,oil and gas,,United States,33.5479000,-97.4580000,,,,,,,,,,,,,,,,,,,,
L100000321821,,oil and gas,,United States,33.5886000,-97.6808000,,,,,,,,,,,,,,,,,,,,
L100000321822,,gas,,United States,32.7210000,-97.0756000,,,,,,,,,,,,,,,,,,,,
L100000321823,,oil and gas,,United States,32.4687000,-97.4052000,,,,,,,,,,,,,,,,,,,,
L100000321825,,oil and gas,,United States,33.2628000,-97.3799000,,,,,,,,,,,,,,,,,,,,
L100000321826,,oil and gas,,United States,32.8989000,-97.2562000,,,,,,,,,,,,,,,,,,,,
L100000321827,,oil and gas,,United States,33.3657000,-97.7364000,,,,,,,,,,,,,,,,,,,,
L100000321828,,oil and gas,,United States,32.6386000,-97.2982000,,,,,,,,,,,,,,,,,,,,
L100000321830,,oil and gas,,United States,32.5005000,-97.3507000,,,,,,,,,,,,,,,,,,,,
L100000308815,,gas,,Canada,56.2270000,-110.7330000,,,,1976,,,,,,,,,,,,,,,,
L100000308816,,oil and gas,,Canada,50.4570000,-111.8490000,,,,1904,,,,,,,,,,,,,,,,
L100000308813,,oil and gas,,Canada,52.8800000,-113.1180000,,,,1951,,,,,,,,,,,,,,,,
L100000302149,,oil and gas,,United Kingdom,53.7239000,1.2422000,,,,1989,,,,,,,,,,,,,,,,
L100000319269,,oil and gas,,United States,,,,,,,,,,,,,,,,,,,,,,
L100000319203,,oil and gas,,United States,,,,,,,,,,,,,,,,,,,,,,
L100000319208,,oil and gas,,United States,,,,,,,,,,,,,,,,,,,,,,
L100000319199,,oil and gas,,United States,,,,,,,,,,,,,,,,,,,,,,
L100000319266,,oil and gas,,United States,,,,,,,,,,,,,,,,,,,,,,
L100000321365,,oil and gas,,Russia,58.4137000,80.5677000,,,,2024,,,,,,,,,,,,,,,,
L100000317420,,oil and gas,,Nigeria,4.9177000,7.3291000,,,,,,,,,,,,,,,,,,,,
L100000317446,,gas,,Egypt,31.6386000,31.2372000,,,,2020,,,,,,,,,,,,,,,,
L100000320452,,oil and gas,,Venezuela,,,,,,1954,,,,,,,,,,,,,,,,
L100000301571,,gas,,Poland,51.6766000,16.3432000,,,,,,,,,,,,,,,,,,,,
L100000319634,,oil and gas,,Canada,57.0500000,-121.5900000,,,,,,,,,,,,,,,,,,,,
L100000311832,,gas,,Canada,57.2330000,-121.5690000,,,,1976,,,,,,,,,,,,,,,,
L100000311831,,oil and gas,,Canada,57.0500000,-121.5900000,,,,1954,,,,,,,,,,,,,,,,
L100000319621,,oil and gas,,Canada,57.0500000,-121.5900000,,,,,,,,,,,,,,,,,,,,
L100000319664,,oil and gas,,Canada,57.0500000,-121.5900000,,,,,,,,,,,,,,,,,,,,
L100000320433,,oil and gas,,Venezuela,,,,,,1953,,,,,,,,,,,,,,,,
L100000312979,,oil and gas,,United States,70.5581000,-149.9417000,,,,2004,,,,,,,,,,,,,,,,
L100000312980,,oil and gas,,United States,59.8505000,-151.5677000,,,,,,,,,,,,,,,,,,,,
L100000312850,,oil and gas,,Indonesia,-0.5400000,117.4090000,,,,1974,,,,,,,,,,,,,,,,
L100000311126,,oil and gas,,Nigeria,,,,,,,,,,,,,,,,,,,,,,
L100000310186,,oil and gas,,Australia,-20.1812000,113.7169000,,,,2008,,,,,,,,,,,,,,,,
L100000310071,,oil and gas,,Australia,-21.3599000,114.6426000,,,,1996,,,,,,,,,,,,,,,,
L100000302152,,oil and gas,,United Kingdom,60.8293000,1.4390000,,,,,,,,,,,,,,,,,,,,
L100000312981,,oil and gas,,United States,60.1730000,-151.4791000,,,,,,,,,,,,,,,,,,,,
L100000310681,,gas,,Australia,,,,,,,,,,,,,,,,,,,,,,
L100000305198,,oil,,Venezuela,9.0927000,-64.1448000,,,,1945,,,,,,,,,,,,,,,,
L100000308821,,oil and gas,,Canada,55.9120000,-115.2420000,,,,1963,,,,,,,,,,,,,,,,
L100000303077,,gas,,Colombia,8.6200000,-75.2430000,,,,,,,,,,,,,,,,,,,,
L100000302470,,oil and gas,,Mexico,17.9059000,-93.1360000,,,,1974,,,,,,,,,,,,,,,,
L100000308822,,oil and gas,,Canada,53.7360000,-115.6940000,,,,1963,,,,,,,,,,,,,,,,
L100000312341,,oil,,Russia,61.4926000,74.9158000,,,,1981,,,,,,,,,,,,,,,,
L100000308823,,gas,,Canada,55.2560000,-112.2590000,,,,1969,,,,,,,,,,,,,,,,
L100000318606,,oil,,Russia,62.0677000,51.8135000,,,,2023,,,,,,,,,,,,,,,,
L100000319160,,oil,,Cameroon,4.1974000,8.6785000,,,,2008,,,,,,,,,,,,,,,,
L100000301429,,oil and gas,,Norway,64.2751000,7.1784000,,,,1986,,,,,,,,,,,,,,,,
L100000317451,,oil,,Republic of the Congo,-5.2777000,11.5553000,,,,,,,,,,,,,,,,,,,,
L100000318269,,gas,,Israel,31.8087000,34.1688000,,,,1999,,,,,,,,,,,,,,,,
L100000302365,,oil and gas,,Mexico,25.7010000,-94.9600000,,,,,,,,,,,,,,,,,,,,
L100000314219,,oil and gas,,United States,39.8811000,-81.3490000,,,,,,,,,,,,,,,,,,,,
L100000311834,,gas,,Canada,55.2290000,-120.4650000,,,,1980,,,,,,,,,,,,,,,,
L100000302348,,oil and gas,,Mexico,19.3509000,-91.9890000,,,,1979,,,,,,,,,,,,,,,,
L100000320894,,oil and gas,,Kuwait,29.4162000,48.7026000,,,,2024,,,,,,,,,,,,,,,,
L100000305130,,oil and gas,,Thailand,7.7820000,102.1200000,,,,2009,,,,,,,,,,,,,,,,
L100000312340,,oil,,Russia,61.8900000,74.8600000,,,,1974,,,,,,,,,,,,,,,,
L100000311995,,oil and gas,,Iraq,31.7960000,47.2870000,,,,1974,,,,,,,,,,,,,,,,
L100000311931,,oil and gas,,Egypt,31.7090000,30.9850000,,,,2016,,,,,,,,,,,,,,,,
L100000311616,,gas,,Egypt,31.7090000,30.9850000,,,,2015,,,,,,,,,,,,,,,,
L100000300295,,oil and gas,,Brazil,-25.7100000,-43.0970000,,,,2018,,,,,,,,,,,,,,,,
L100000300569,,oil and gas,,Germany,55.8007000,3.9790000,,,,1974,,,,,,,,,,,,,,,,
L100000308826,,oil and gas,,Canada,55.8120000,-117.3570000,,,,1949,,,,,,,,,,,,,,,,
L100000304553,,oil and gas,,Norway,66.0235000,8.0738000,,,,1992,,,,,,,,,,,,,,,,
L100000300296,,oil and gas,,Brazil,-25.6860000,-43.1980000,,,,2008,,,,,,,,,,,,,,,,
L100000308827,,oil and gas,,Canada,53.6280000,-112.5100000,,,,1957,,,,,,,,,,,,,,,,
L100000300300,,oil and gas,,Brazil,-24.8970000,-42.6480000,,,,2022,,,,,,,,,,,,,,,,
L100000311669,,oil and gas,,Egypt,31.4783000,30.1893000,,,,,,,,,,,,,,,,,,,,
L100000311607,,oil and gas,,Canada,47.4130000,-47.8960000,,,,2006,,,,,,,,,,,,,,,,
L100000311128,,oil and gas,,Nigeria,,,,,,,,,,,,,,,,,,,,,,
L100000319099,,gas,,Saudi Arabia,30.7872000,41.0950000,,,,,,,,,,,,,,,,,,,,
L100000320058,,oil and gas,,Canada,46.6768000,-48.4100000,,,,2024,,,,,,,,,,,,,,,,
L100000320063,,oil and gas,,Canada,55.5892000,-57.7557000,,,,2024,,,,,,,,,,,,,,,,
L100000312982,,oil and gas,,United States,61.0817000,-150.9356000,,,,,,,,,,,,,,,,,,,,
L100000320061,,oil and gas,,Canada,47.2343000,-47.6036000,,,,2024,,,,,,,,,,,,,,,,
L100000311911,,oil and gas,,Canada,55.9940000,-120.8415000,,,,1995,,,,,,,,,,,,,,,,
L100000312476,,oil and gas,,Qatar,26.5712000,51.8521000,,,,1971,,,,,,,,,,,,,,,,
L100000312477,,oil and gas,,Qatar,26.5712000,51.8521000,,,,1971,,,,,,,,,,,,,,,,
L100000317563,,gas,,Qatar,26.5712000,51.8521000,,,,,,,,,,,,,,,,,,,,
L100000319005,,gas,,Qatar,26.5712000,51.8521000,,,,,,,,,,,,,,,,,,,,
L100000320692,,gas,,Qatar,26.5712000,51.8521000,,,,2024,,,,,,,,,,,,,,,,
L100000322992,,oil and gas,,United States,47.7274000,-102.9824000,,,,,,,,,,,,,,,,,,,,
L100000323007,,oil and gas,,United States,47.7734000,-103.0591000,,,,,,,,,,,,,,,,,,,,
L100000322977,,oil and gas,,United States,47.7257000,-103.0807000,,,,,,,,,,,,,,,,,,,,
L100000313642,,oil,,Canada,49.0390000,-102.2950000,,,,1963,,,,,,,,,,,,,,,,
L100000312834,,oil,,Indonesia,-1.1899000,103.7178000,,,,1995,,,,,,,,,,,,,,,,
L100001055896,,oil,,Libya,30.06442,21.25367,,,,,,,,,,,,,,,,,,,,
L100001055978,,oil and gas,,Libya,,,,,,,,,,,,,,,,,,,,,,
L100000313634,,oil,,Canada,49.8650000,-102.9690000,,,,1966,,,,,,,,,,,,,,,,
L100000313635,,oil,,Canada,51.7060000,-109.7870000,,,,1965,,,,,,,,,,,,,,,,
